community,building_type,_date,average_price
Junction Area,Att/Row/Twnhouse,2023-03-01,1657352.8245179683
Junction Area,Condo Apt,2022-01-01,802762.3833311994
Junction Area,Condo Apt,2022-02-01,1008093.5983807336
Junction Area,Condo Apt,2022-03-01,1037532.6871595238
Junction Area,Condo Apt,2022-04-01,1165107.5420071403
Junction Area,Condo Apt,2023-01-01,1323984.6289674349
Junction Area,Condo Apt,2023-02-01,1466205.2187257863
Junction Area,Condo Apt,2023-03-01,1508946.0606190846
Junction Area,Detached,2022-01-01,1549165.0379338432
Junction Area,Detached,2022-02-01,2014578.484696384
Junction Area,Detached,2022-03-01,1945733.59719606
Junction Area,Detached,2022-04-01,1831181.752278096
Junction Area,Detached,2023-01-01,1851783.1943194896
Junction Area,Detached,2023-02-01,2114669.347099761
Junction Area,Detached,2023-03-01,2052916.3376299737
Junction Area,Semi-Detached,2022-01-01,1471232.5575941512
Junction Area,Semi-Detached,2022-02-01,1724311.30019438
Junction Area,Semi-Detached,2022-03-01,1623378.8512313368
Junction Area,Semi-Detached,2022-04-01,1529500.097299648
Junction Area,Semi-Detached,2023-01-01,1629455.459440785
Junction Area,Semi-Detached,2023-02-01,1632810.2167627402
Junction Area,Semi-Detached,2023-03-01,1620137.2543747963
Keelesdale-Eglinton West,Condo Apt,2022-01-01,474683.6849653728
Keelesdale-Eglinton West,Condo Apt,2022-02-01,499823.07014792
Keelesdale-Eglinton West,Condo Apt,2022-03-01,513053.62942657387
Keelesdale-Eglinton West,Condo Apt,2022-04-01,537289.0806288997
Keelesdale-Eglinton West,Condo Apt,2023-01-01,567749.9889518721
Keelesdale-Eglinton West,Condo Apt,2023-02-01,630479.4345209214
Keelesdale-Eglinton West,Condo Apt,2023-03-01,660326.129265631
Keelesdale-Eglinton West,Detached,2022-01-01,1089112.5239717676
Keelesdale-Eglinton West,Detached,2022-02-01,1186748.244376607
Keelesdale-Eglinton West,Detached,2022-03-01,1197313.5719222429
Keelesdale-Eglinton West,Detached,2022-04-01,1191061.6741223363
Keelesdale-Eglinton West,Detached,2023-01-01,1193532.5918544736
Keelesdale-Eglinton West,Detached,2023-02-01,1176752.0373295648
Keelesdale-Eglinton West,Detached,2023-03-01,1148252.6371642882
Keelesdale-Eglinton West,Semi-Detached,2022-01-01,1302845.2467862333
Keelesdale-Eglinton West,Semi-Detached,2022-02-01,1350873.294666428
Keelesdale-Eglinton West,Semi-Detached,2022-03-01,1336040.4192567912
Keelesdale-Eglinton West,Semi-Detached,2022-04-01,1392908.8925497371
Keelesdale-Eglinton West,Semi-Detached,2023-01-01,1504676.6184425226
Keelesdale-Eglinton West,Semi-Detached,2023-02-01,1570680.3716714345
Keelesdale-Eglinton West,Semi-Detached,2023-03-01,1536844.7996136749
Kennedy Park,Condo Apt,2022-01-01,589196.9211000691
Kennedy Park,Condo Apt,2022-02-01,647238.6428539784
Kennedy Park,Condo Apt,2022-03-01,688156.5641885173
Kennedy Park,Condo Apt,2022-04-01,712114.5346942754
Kennedy Park,Condo Apt,2023-01-01,789150.4550391803
Kennedy Park,Condo Apt,2023-02-01,832514.0446011439
Kennedy Park,Condo Apt,2023-03-01,866116.6848973872
Kennedy Park,Detached,2022-01-01,1272074.9514746838
Kennedy Park,Detached,2022-02-01,1325379.9844853657
Kennedy Park,Detached,2022-03-01,1284461.1431356291
Kennedy Park,Detached,2022-04-01,1332423.505093043
Kennedy Park,Detached,2023-01-01,1418707.066647005
Kennedy Park,Detached,2023-02-01,1416416.5625394853
Kennedy Park,Detached,2023-03-01,1372998.4712600408
Kennedy Park,Semi-Detached,2022-01-01,954639.6474299668
Kennedy Park,Semi-Detached,2022-02-01,1005956.2298707973
Kennedy Park,Semi-Detached,2022-03-01,1014734.3063149354
Kennedy Park,Semi-Detached,2022-04-01,1054959.91069843
Kennedy Park,Semi-Detached,2023-01-01,1041859.84060326
Kennedy Park,Semi-Detached,2023-02-01,1065567.5383447798
Kennedy Park,Semi-Detached,2023-03-01,1036420.1328737324
Kensington-Chinatown,Att/Row/Twnhouse,2022-01-01,1390232.5509329338
Kensington-Chinatown,Att/Row/Twnhouse,2022-02-01,1596296.0417535922
Kensington-Chinatown,Att/Row/Twnhouse,2022-03-01,1602724.0805713218
Kensington-Chinatown,Att/Row/Twnhouse,2022-04-01,1491037.6993454967
Kensington-Chinatown,Att/Row/Twnhouse,2023-01-01,1415111.7363371362
Kensington-Chinatown,Att/Row/Twnhouse,2023-02-01,1553055.1703101224
Kensington-Chinatown,Att/Row/Twnhouse,2023-03-01,1528743.9405567616
Kensington-Chinatown,Condo Apt,2022-01-01,798277.7365320901
Kensington-Chinatown,Condo Apt,2022-02-01,808848.0912285788
Kensington-Chinatown,Condo Apt,2022-03-01,857800.0502408543
Kensington-Chinatown,Condo Apt,2022-04-01,914144.9608777508
Kensington-Chinatown,Condo Apt,2023-01-01,993623.5202035928
Kensington-Chinatown,Condo Apt,2023-02-01,1046759.6540268924
Kensington-Chinatown,Condo Apt,2023-03-01,1046585.9732753594
Kensington-Chinatown,Semi-Detached,2022-01-01,1872162.2021993876
Kensington-Chinatown,Semi-Detached,2022-02-01,1903375.404257826
Kensington-Chinatown,Semi-Detached,2022-03-01,1868725.1665833795
Kensington-Chinatown,Semi-Detached,2022-04-01,1864996.7788937504
Kensington-Chinatown,Semi-Detached,2023-01-01,1946235.53056152
Kensington-Chinatown,Semi-Detached,2023-02-01,1845630.4939549845
Kensington-Chinatown,Semi-Detached,2023-03-01,1767539.5943301648
Kingsview Village-The Westway,Condo Apt,2022-01-01,516486.8297673164
Kingsview Village-The Westway,Condo Apt,2022-02-01,629909.2847553238
Kingsview Village-The Westway,Condo Apt,2022-03-01,684456.5634377159
Kingsview Village-The Westway,Condo Apt,2022-04-01,663563.1273869122
Kingsview Village-The Westway,Condo Apt,2023-01-01,764682.9889394221
Kingsview Village-The Westway,Condo Apt,2023-02-01,828021.8566097803
Kingsview Village-The Westway,Condo Apt,2023-03-01,876658.1634885933
Kingsview Village-The Westway,Detached,2022-01-01,1556278.8886423183
Kingsview Village-The Westway,Detached,2022-02-01,1603964.8644739364
Kingsview Village-The Westway,Detached,2022-03-01,1602115.7057264326
Kingsview Village-The Westway,Detached,2022-04-01,1545499.8243236225
Kingsview Village-The Westway,Detached,2023-01-01,1644686.8182469376
Kingsview Village-The Westway,Detached,2023-02-01,1622165.692224895
Kingsview Village-The Westway,Detached,2023-03-01,1608658.1777587112
Kingsway South,Condo Apt,2022-01-01,1483030.7980930812
Kingsway South,Condo Apt,2022-02-01,1510071.914323754
Kingsway South,Condo Apt,2022-03-01,1674827.0278683887
Kingsway South,Condo Apt,2022-04-01,1710877.6785297303
Kingsway South,Condo Apt,2023-01-01,1648906.2918174842
Kingsway South,Condo Apt,2023-02-01,1687294.618320787
Kingsway South,Condo Apt,2023-03-01,1724190.3689342765
Kingsway South,Detached,2022-01-01,2969111.9460514835
Kingsway South,Detached,2022-02-01,3099333.423313346
Kingsway South,Detached,2022-03-01,2932961.593115189
Kingsway South,Detached,2022-04-01,3238201.658730219
Kingsway South,Detached,2023-01-01,3853787.186863523
Kingsway South,Detached,2023-02-01,3828266.7020951
Kingsway South,Detached,2023-03-01,3521481.475900052
L'Amoreaux,Att/Row/Twnhouse,2022-01-01,1122501.4126827524
L'Amoreaux,Att/Row/Twnhouse,2022-02-01,1232127.355447239
L'Amoreaux,Att/Row/Twnhouse,2022-03-01,1360507.458223481
L'Amoreaux,Att/Row/Twnhouse,2022-04-01,1393079.6594537734
L'Amoreaux,Att/Row/Twnhouse,2023-01-01,1464518.6338030712
L'Amoreaux,Att/Row/Twnhouse,2023-02-01,1518738.7395095837
L'Amoreaux,Att/Row/Twnhouse,2023-03-01,1516435.5551719095
L'Amoreaux,Condo Apt,2022-01-01,609013.5237933876
L'Amoreaux,Condo Apt,2022-02-01,665924.7911938926
L'Amoreaux,Condo Apt,2022-03-01,698369.9409139034
L'Amoreaux,Condo Apt,2022-04-01,722536.7475535688
L'Amoreaux,Condo Apt,2023-01-01,779045.841620134
L'Amoreaux,Condo Apt,2023-02-01,819862.3750050003
L'Amoreaux,Condo Apt,2023-03-01,840632.1973352236
L'Amoreaux,Detached,2022-01-01,1710448.865884366
L'Amoreaux,Detached,2022-02-01,1893327.171803858
L'Amoreaux,Detached,2022-03-01,2037601.5329931611
L'Amoreaux,Detached,2022-04-01,1977785.651989511
L'Amoreaux,Detached,2023-01-01,2075851.0767309712
L'Amoreaux,Detached,2023-02-01,1967019.9304844888
L'Amoreaux,Detached,2023-03-01,1841036.848076522
L'Amoreaux,Semi-Detached,2022-01-01,1203131.0169862276
L'Amoreaux,Semi-Detached,2022-02-01,1255266.850423745
L'Amoreaux,Semi-Detached,2022-03-01,1276477.752487485
L'Amoreaux,Semi-Detached,2022-04-01,1285474.3648640008
L'Amoreaux,Semi-Detached,2023-01-01,1273724.8893100189
L'Amoreaux,Semi-Detached,2023-02-01,1168763.7884322784
L'Amoreaux,Semi-Detached,2023-03-01,1085099.390221503
Lambton Baby Point,Detached,2022-01-01,2249867.353741648
Lambton Baby Point,Detached,2022-02-01,2377376.453887768
Lambton Baby Point,Detached,2022-03-01,2243200.2568925666
Lambton Baby Point,Detached,2022-04-01,2456452.0984494598
Lambton Baby Point,Detached,2023-01-01,2613530.2301359554
Lambton Baby Point,Detached,2023-02-01,2462067.5095428005
Lambton Baby Point,Detached,2023-03-01,2142429.4289575485
Lambton Baby Point,Semi-Detached,2022-01-01,1210460.166810233
Lambton Baby Point,Semi-Detached,2022-02-01,1244765.7127936578
Lambton Baby Point,Semi-Detached,2022-03-01,1095395.3910297502
Lambton Baby Point,Semi-Detached,2022-04-01,1088391.6074669936
Lambton Baby Point,Semi-Detached,2023-01-01,1152936.6368346352
Lambton Baby Point,Semi-Detached,2023-02-01,1170449.2776616656
Lambton Baby Point,Semi-Detached,2023-03-01,1261597.4539246208
Lansing-Westgate,Condo Apt,2022-01-01,785591.6590116062
Lansing-Westgate,Condo Apt,2022-02-01,871697.2025303782
Lansing-Westgate,Condo Apt,2022-03-01,886394.6978176631
Lansing-Westgate,Condo Apt,2022-04-01,952348.0933792962
Lansing-Westgate,Condo Apt,2023-01-01,1069595.3089416707
Lansing-Westgate,Condo Apt,2023-02-01,1152699.4840505829
Lansing-Westgate,Condo Apt,2023-03-01,1142825.9182249317
Lansing-Westgate,Detached,2022-01-01,2679569.8435777887
Lansing-Westgate,Detached,2022-02-01,2847753.960084588
Lansing-Westgate,Detached,2022-03-01,3003121.825259253
Lansing-Westgate,Detached,2022-04-01,2991502.2316728123
Lansing-Westgate,Detached,2023-01-01,3224417.7503444524
Lansing-Westgate,Detached,2023-02-01,2977442.8574913414
Lansing-Westgate,Detached,2023-03-01,2778811.8714239723
Lawrence Park North,Condo Apt,2022-01-01,670701.9220385987
Lawrence Park North,Condo Apt,2022-02-01,687982.2399660212
Lawrence Park North,Condo Apt,2022-03-01,394516.25812330993
Lawrence Park North,Condo Apt,2022-04-01,262625.4426581827
Lawrence Park North,Condo Apt,2023-01-01,133944.89576280222
Lawrence Park North,Condo Apt,2023-02-01,460.36294782809495
Lawrence Park North,Condo Apt,2023-03-01,-32414.0632052078
Lawrence Park North,Detached,2022-01-01,2505969.6035565943
Lawrence Park North,Detached,2022-02-01,2694182.7297741384
Lawrence Park North,Detached,2022-03-01,2486660.3149000634
Lawrence Park North,Detached,2022-04-01,2905318.05220776
Lawrence Park North,Detached,2023-01-01,2898624.504994895
Lawrence Park North,Detached,2023-02-01,2901072.1390224644
Lawrence Park North,Detached,2023-03-01,2553051.125773072
Lawrence Park North,Semi-Detached,2022-01-01,1783676.6181998549
Lawrence Park North,Semi-Detached,2022-02-01,1987353.9559412545
Lawrence Park North,Semi-Detached,2022-03-01,2060446.6733859133
Lawrence Park North,Semi-Detached,2022-04-01,2078699.726636868
Lawrence Park North,Semi-Detached,2023-01-01,2185100.2196317613
Lawrence Park North,Semi-Detached,2023-02-01,2201264.603512931
Lawrence Park North,Semi-Detached,2023-03-01,2099977.380774312
Lawrence Park South,Condo Apt,2022-01-01,1250895.5620316458
Lawrence Park South,Condo Apt,2022-02-01,1090987.9059894662
Lawrence Park South,Condo Apt,2022-03-01,1201478.5282806703
Lawrence Park South,Condo Apt,2022-04-01,1082953.0135961268
Lawrence Park South,Condo Apt,2023-01-01,1343460.9512813273
Lawrence Park South,Condo Apt,2023-02-01,1176298.036756834
Lawrence Park South,Condo Apt,2023-03-01,1304340.1741712175
Lawrence Park South,Detached,2022-01-01,3690758.2875339673
Lawrence Park South,Detached,2022-02-01,3993877.687545273
Lawrence Park South,Detached,2022-03-01,4059816.57581464
Lawrence Park South,Detached,2022-04-01,4360346.54939475
Lawrence Park South,Detached,2023-01-01,4423481.693197868
Lawrence Park South,Detached,2023-02-01,4716756.812395262
Lawrence Park South,Detached,2023-03-01,4579064.516060852
Leaside,Condo Apt,2022-01-01,648822.2804736694
Leaside,Condo Apt,2022-02-01,757596.6303161548
Leaside,Condo Apt,2022-03-01,730287.7776756187
Leaside,Condo Apt,2022-04-01,850560.6146430987
Leaside,Condo Apt,2023-01-01,839786.40416712
Leaside,Condo Apt,2023-02-01,941885.9720213866
Leaside,Condo Apt,2023-03-01,924603.8102686388
Leaside,Detached,2022-01-01,2812844.455693668
Leaside,Detached,2022-02-01,2799047.665756763
Leaside,Detached,2022-03-01,2846229.434407449
Leaside,Detached,2022-04-01,3185534.3111328986
Leaside,Detached,2023-01-01,3151092.6004799595
Leaside,Detached,2023-02-01,3402378.8753047427
Leaside,Detached,2023-03-01,3283928.607295736
Leaside,Semi-Detached,2022-01-01,1643341.7246100414
Leaside,Semi-Detached,2022-02-01,1731978.251860459
Leaside,Semi-Detached,2022-03-01,1593963.9864043607
Leaside,Semi-Detached,2022-04-01,1721257.0205390654
Leaside,Semi-Detached,2023-01-01,1787724.9560629835
Leaside,Semi-Detached,2023-02-01,1743167.0970395769
Leaside,Semi-Detached,2023-03-01,1721308.947797381
Little Portugal,Att/Row/Twnhouse,2022-01-01,1517482.323949999
Little Portugal,Att/Row/Twnhouse,2022-02-01,1567214.491486266
Little Portugal,Att/Row/Twnhouse,2022-03-01,1632435.4945965842
Little Portugal,Att/Row/Twnhouse,2022-04-01,1949011.1688930823
Little Portugal,Att/Row/Twnhouse,2023-01-01,1885858.5793977156
Little Portugal,Att/Row/Twnhouse,2023-02-01,1956097.8906662664
Little Portugal,Att/Row/Twnhouse,2023-03-01,1933714.2034529615
Little Portugal,Condo Apt,2022-01-01,677689.458502709
Little Portugal,Condo Apt,2022-02-01,711431.5777398209
Little Portugal,Condo Apt,2022-03-01,754451.1001051636
Little Portugal,Condo Apt,2022-04-01,830232.242938814
Little Portugal,Condo Apt,2023-01-01,870687.659333702
Little Portugal,Condo Apt,2023-02-01,902007.1744851964
Little Portugal,Condo Apt,2023-03-01,905174.3589581412
Little Portugal,Detached,2022-01-01,2318947.155529404
Little Portugal,Detached,2022-02-01,2642391.11982113
Little Portugal,Detached,2022-03-01,2629315.0086118383
Little Portugal,Detached,2022-04-01,2872711.342099635
Little Portugal,Detached,2023-01-01,2920303.2288155505
Little Portugal,Detached,2023-02-01,3120704.0355894547
Little Portugal,Detached,2023-03-01,2788655.2365941904
Little Portugal,Semi-Detached,2022-01-01,1704832.8707774202
Little Portugal,Semi-Detached,2022-02-01,1925725.4228357903
Little Portugal,Semi-Detached,2022-03-01,1788816.1055302368
Little Portugal,Semi-Detached,2022-04-01,1919315.122659156
Little Portugal,Semi-Detached,2023-01-01,2013464.056254553
Little Portugal,Semi-Detached,2023-02-01,2027431.950454538
Little Portugal,Semi-Detached,2023-03-01,1854615.253056552
Long Branch,Condo Apt,2022-01-01,634793.22746349
Long Branch,Condo Apt,2022-02-01,648069.3947681938
Long Branch,Condo Apt,2022-03-01,761395.5052443587
Long Branch,Condo Apt,2022-04-01,785253.923305977
Long Branch,Condo Apt,2023-01-01,863762.7187566558
Long Branch,Condo Apt,2023-02-01,857511.1430790476
Long Branch,Condo Apt,2023-03-01,955511.3006746216
Long Branch,Detached,2022-01-01,1726252.0994124282
Long Branch,Detached,2022-02-01,1771924.7025432845
Long Branch,Detached,2022-03-01,1869883.383671925
Long Branch,Detached,2022-04-01,1946008.848658653
Long Branch,Detached,2023-01-01,2080529.0222444476
Long Branch,Detached,2023-02-01,2019989.7146368544
Long Branch,Detached,2023-03-01,1974531.594089321
Malvern,Att/Row/Twnhouse,2022-01-01,941300.852984404
Malvern,Att/Row/Twnhouse,2022-02-01,1044277.6402178332
Malvern,Att/Row/Twnhouse,2022-03-01,1083618.1014009272
Malvern,Att/Row/Twnhouse,2022-04-01,1135646.4901086446
Malvern,Att/Row/Twnhouse,2023-01-01,1232312.4258124875
Malvern,Att/Row/Twnhouse,2023-02-01,1267397.19801943
Malvern,Att/Row/Twnhouse,2023-03-01,1252622.844017752
Malvern,Condo Apt,2022-01-01,542325.0785699568
Malvern,Condo Apt,2022-02-01,584165.2151407518
Malvern,Condo Apt,2022-03-01,622403.6860888463
Malvern,Condo Apt,2022-04-01,640002.1752576052
Malvern,Condo Apt,2023-01-01,716617.2417880353
Malvern,Condo Apt,2023-02-01,773029.0428360137
Malvern,Condo Apt,2023-03-01,820620.1805111299
Malvern,Detached,2022-01-01,1115881.1941174578
Malvern,Detached,2022-02-01,1191116.861182376
Malvern,Detached,2022-03-01,1284505.8219069045
Malvern,Detached,2022-04-01,1327084.085348262
Malvern,Detached,2023-01-01,1357864.9355993576
Malvern,Detached,2023-02-01,1392437.0353830592
Malvern,Detached,2023-03-01,1400497.6791082649
Malvern,Semi-Detached,2022-01-01,999325.2802986044
Malvern,Semi-Detached,2022-02-01,1064949.4483620988
Malvern,Semi-Detached,2022-03-01,1125782.9443024492
Malvern,Semi-Detached,2022-04-01,1170611.268832382
Malvern,Semi-Detached,2023-01-01,1168413.6354318198
Malvern,Semi-Detached,2023-02-01,1203977.8668335162
Malvern,Semi-Detached,2023-03-01,1221177.7267237282
Maple Leaf,Detached,2022-01-01,1634248.06614867
Maple Leaf,Detached,2022-02-01,1711344.2168383813
Maple Leaf,Detached,2022-03-01,1828623.2055307648
Maple Leaf,Detached,2022-04-01,1935201.603695589
Maple Leaf,Detached,2023-01-01,1973261.4040981703
Maple Leaf,Detached,2023-02-01,1974378.8225060035
Maple Leaf,Detached,2023-03-01,1847688.479230394
Markland Wood,Condo Apt,2022-01-01,722716.4550720222
Markland Wood,Condo Apt,2022-02-01,817561.3039171537
Markland Wood,Condo Apt,2022-03-01,895704.4903451375
Markland Wood,Condo Apt,2022-04-01,944153.0780071802
Markland Wood,Condo Apt,2023-01-01,998459.229577108
Markland Wood,Condo Apt,2023-02-01,1110295.9058482472
Markland Wood,Condo Apt,2023-03-01,1092380.7850119504
Markland Wood,Detached,2022-01-01,1838250.289198108
Markland Wood,Detached,2022-02-01,2025390.7225367636
Markland Wood,Detached,2022-03-01,2169848.725606031
Markland Wood,Detached,2022-04-01,2094865.61527894
Markland Wood,Detached,2023-01-01,2236793.009241926
Markland Wood,Detached,2023-02-01,2288606.553461797
Markland Wood,Detached,2023-03-01,2156088.823096689
Milliken,Att/Row/Twnhouse,2022-01-01,1117489.352399923
Milliken,Att/Row/Twnhouse,2022-02-01,1116416.1036083605
Milliken,Att/Row/Twnhouse,2022-03-01,1151257.2355809845
Milliken,Att/Row/Twnhouse,2022-04-01,1205189.9011607938
Milliken,Att/Row/Twnhouse,2023-01-01,1272571.264876349
Milliken,Att/Row/Twnhouse,2023-02-01,1155078.297354034
Milliken,Att/Row/Twnhouse,2023-03-01,1146696.380948477
Milliken,Condo Apt,2022-01-01,595393.5265539218
Milliken,Condo Apt,2022-02-01,629885.2565865129
Milliken,Condo Apt,2022-03-01,664186.9443829019
Milliken,Condo Apt,2022-04-01,656064.6350807314
Milliken,Condo Apt,2023-01-01,709144.6437666529
Milliken,Condo Apt,2023-02-01,751173.974813684
Milliken,Condo Apt,2023-03-01,767304.9252431667
Milliken,Detached,2022-01-01,1491155.9076598715
Milliken,Detached,2022-02-01,1590849.9010774812
Milliken,Detached,2022-03-01,1705212.6604633185
Milliken,Detached,2022-04-01,1717213.4320555993
Milliken,Detached,2023-01-01,1822102.7082933537
Milliken,Detached,2023-02-01,1731784.219071601
Milliken,Detached,2023-03-01,1613494.500409505
Milliken,Semi-Detached,2022-01-01,1206394.9737992196
Milliken,Semi-Detached,2022-02-01,1314586.35679602
Milliken,Semi-Detached,2022-03-01,1418227.4571003974
Milliken,Semi-Detached,2022-04-01,1457999.2892812982
Milliken,Semi-Detached,2023-01-01,1525798.4616539532
Milliken,Semi-Detached,2023-02-01,1485531.880259339
Milliken,Semi-Detached,2023-03-01,1437509.5370987006
Mimico,Att/Row/Twnhouse,2022-01-01,1411297.697191571
Mimico,Att/Row/Twnhouse,2022-02-01,1490372.72742172
Mimico,Att/Row/Twnhouse,2022-03-01,1614355.3739510914
Mimico,Att/Row/Twnhouse,2022-04-01,1635440.7893149892
Mimico,Att/Row/Twnhouse,2023-01-01,1647530.3979589108
Mimico,Att/Row/Twnhouse,2023-02-01,1666109.4979607677
Mimico,Att/Row/Twnhouse,2023-03-01,1739996.9014855726
Mimico,Condo Apt,2022-01-01,800841.0279740896
Mimico,Condo Apt,2022-02-01,885768.583819589
Mimico,Condo Apt,2022-03-01,933787.1399392406
Mimico,Condo Apt,2022-04-01,971889.1153106468
Mimico,Condo Apt,2023-01-01,1032289.476988831
Mimico,Condo Apt,2023-02-01,1106739.860121438
Mimico,Condo Apt,2023-03-01,1175618.5635098508
Mimico,Detached,2022-01-01,1535031.3159355472
Mimico,Detached,2022-02-01,1811260.6921246168
Mimico,Detached,2022-03-01,1813505.7239015284
Mimico,Detached,2022-04-01,1857635.5088279168
Mimico,Detached,2023-01-01,1900926.8095684373
Mimico,Detached,2023-02-01,2062784.341035514
Mimico,Detached,2023-03-01,2136311.3481844245
Mimico,Semi-Detached,2022-01-01,1157199.1860815925
Mimico,Semi-Detached,2022-02-01,1284201.7623692628
Mimico,Semi-Detached,2022-03-01,1253125.0078102122
Mimico,Semi-Detached,2022-04-01,1212553.7375314236
Mimico,Semi-Detached,2023-01-01,1254355.0182649463
Mimico,Semi-Detached,2023-02-01,1317319.908052654
Mimico,Semi-Detached,2023-03-01,1380157.2700423186
Morningside,Condo Apt,2022-01-01,524701.9389510656
Morningside,Condo Apt,2022-02-01,607265.6180612609
Morningside,Condo Apt,2022-03-01,632452.1011966168
Morningside,Condo Apt,2022-04-01,669413.1142926986
Morningside,Condo Apt,2023-01-01,717185.0982310679
Morningside,Condo Apt,2023-02-01,779970.5999522698
Morningside,Condo Apt,2023-03-01,808958.4447594986
Morningside,Detached,2022-01-01,1217433.3518214405
Morningside,Detached,2022-02-01,1285544.4632499935
Morningside,Detached,2022-03-01,1350722.6348018998
Morningside,Detached,2022-04-01,1390093.0214969448
Morningside,Detached,2023-01-01,1436461.097375154
Morningside,Detached,2023-02-01,1449076.6162799553
Morningside,Detached,2023-03-01,1446416.546685716
Moss Park,Att/Row/Twnhouse,2022-01-01,1454118.5068270273
Moss Park,Att/Row/Twnhouse,2022-02-01,1641478.4160789826
Moss Park,Att/Row/Twnhouse,2022-03-01,1679033.8793563114
Moss Park,Att/Row/Twnhouse,2022-04-01,1759993.8349435765
Moss Park,Att/Row/Twnhouse,2023-01-01,1559022.7486184216
Moss Park,Att/Row/Twnhouse,2023-02-01,1634977.5417013618
Moss Park,Att/Row/Twnhouse,2023-03-01,1464059.946537645
Moss Park,Condo Apt,2022-01-01,846263.973356851
Moss Park,Condo Apt,2022-02-01,881194.3160596683
Moss Park,Condo Apt,2022-03-01,967289.6423282804
Moss Park,Condo Apt,2022-04-01,1053920.9187282384
Moss Park,Condo Apt,2023-01-01,1126182.4343287044
Moss Park,Condo Apt,2023-02-01,1147996.8197182124
Moss Park,Condo Apt,2023-03-01,1216485.6668520465
Moss Park,Semi-Detached,2022-01-01,1403997.0334653838
Moss Park,Semi-Detached,2022-02-01,1616470.2019782648
Moss Park,Semi-Detached,2022-03-01,1545977.6751145252
Moss Park,Semi-Detached,2022-04-01,1446546.0693858669
Moss Park,Semi-Detached,2023-01-01,1502710.3243622645
Moss Park,Semi-Detached,2023-02-01,1702017.1681461656
Moss Park,Semi-Detached,2023-03-01,1731060.8177343456
Mount Dennis,Condo Apt,2022-01-01,639492.8022012186
Mount Dennis,Condo Apt,2022-02-01,703597.134896644
Mount Dennis,Condo Apt,2022-03-01,733523.0571940732
Mount Dennis,Condo Apt,2022-04-01,775481.927903826
Mount Dennis,Condo Apt,2023-01-01,830773.410415256
Mount Dennis,Condo Apt,2023-02-01,867974.611404552
Mount Dennis,Condo Apt,2023-03-01,874543.3771964208
Mount Dennis,Detached,2022-01-01,991689.5358715096
Mount Dennis,Detached,2022-02-01,1047086.9219222242
Mount Dennis,Detached,2022-03-01,1190881.4795211053
Mount Dennis,Detached,2022-04-01,1122375.097392606
Mount Dennis,Detached,2023-01-01,1285448.5490759134
Mount Dennis,Detached,2023-02-01,1295183.2140257207
Mount Dennis,Detached,2023-03-01,1338788.3730530343
Mount Olive-Silverstone-Jamestown,Condo Apt,2022-01-01,575690.9177364588
Mount Olive-Silverstone-Jamestown,Condo Apt,2022-02-01,618542.6248276876
Mount Olive-Silverstone-Jamestown,Condo Apt,2022-03-01,679219.6683567839
Mount Olive-Silverstone-Jamestown,Condo Apt,2022-04-01,714053.2766806175
Mount Olive-Silverstone-Jamestown,Condo Apt,2023-01-01,762587.5446260927
Mount Olive-Silverstone-Jamestown,Condo Apt,2023-02-01,828125.3404357537
Mount Olive-Silverstone-Jamestown,Condo Apt,2023-03-01,884683.211079329
Mount Olive-Silverstone-Jamestown,Detached,2022-01-01,1172085.505965024
Mount Olive-Silverstone-Jamestown,Detached,2022-02-01,1343434.2285900444
Mount Olive-Silverstone-Jamestown,Detached,2022-03-01,1321986.471726766
Mount Olive-Silverstone-Jamestown,Detached,2022-04-01,1390724.8420144697
Mount Olive-Silverstone-Jamestown,Detached,2023-01-01,1415371.6457345872
Mount Olive-Silverstone-Jamestown,Detached,2023-02-01,1439280.8439314049
Mount Olive-Silverstone-Jamestown,Detached,2023-03-01,1464727.8525380946
Mount Pleasant East,Condo Apt,2022-01-01,800728.3451065742
Mount Pleasant East,Condo Apt,2022-02-01,824967.9556073932
Mount Pleasant East,Condo Apt,2022-03-01,928080.6405574172
Mount Pleasant East,Condo Apt,2022-04-01,900702.4537700654
Mount Pleasant East,Condo Apt,2023-01-01,864535.2731966233
Mount Pleasant East,Condo Apt,2023-02-01,959670.7800924416
Mount Pleasant East,Condo Apt,2023-03-01,877719.6407586843
Mount Pleasant East,Detached,2022-01-01,2516491.104816973
Mount Pleasant East,Detached,2022-02-01,2744267.6263554594
Mount Pleasant East,Detached,2022-03-01,2701333.9036586075
Mount Pleasant East,Detached,2022-04-01,2860315.077937669
Mount Pleasant East,Detached,2023-01-01,2984715.868335435
Mount Pleasant East,Detached,2023-02-01,3002055.096733324
Mount Pleasant East,Detached,2023-03-01,2813310.289894232
Mount Pleasant East,Semi-Detached,2022-01-01,1851898.9314931992
Mount Pleasant East,Semi-Detached,2022-02-01,1998115.976436667
Mount Pleasant East,Semi-Detached,2022-03-01,2067827.763305998
Mount Pleasant East,Semi-Detached,2022-04-01,2393269.047024578
Mount Pleasant East,Semi-Detached,2023-01-01,2475132.2296460303
Mount Pleasant East,Semi-Detached,2023-02-01,2374507.52534115
Mount Pleasant East,Semi-Detached,2023-03-01,2173993.749414592
Mount Pleasant West,Condo Apt,2022-01-01,772590.1066574422
Mount Pleasant West,Condo Apt,2022-02-01,821411.6722953285
Mount Pleasant West,Condo Apt,2022-03-01,796546.6049624007
